# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-g" "Parent" "-a" "/home/benjamin/genome_assembly/PST79/FALCON/p_assemblies/v9_1/032017_assembly/Pst_104E_v12_p_ctg.anno.gff3" "-G" "/home/benjamin/genome_assembly/PST79/FALCON/p_assemblies/v9_1/032017_assembly/Pst_104E_v12_p_ctg.fa" "-o" "Pst_104E_v12_p_ctg.in_house_IDParent.STAR.featureCounts.txt" "-p" "GS_DG_S12412_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam" "GS_DG_S18112_CGATGT_L001_R1_001Aligned.sortedByCoord.out.bam" "GS_DG_S22312_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H17412_TGACCA_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H1_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H2_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_4_GTGAAA_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_5_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_6_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_7_TAGCTT_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_8_GGCTAC_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_9_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG_10_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG1_CGATGT_L003_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG2_TGACCA_L003_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_1_ACAGTG_L001_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_2_GCCAAT_L001_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_3_CTTGTA_L001_R1_001Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	GS_DG_S12412_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam	GS_DG_S18112_CGATGT_L001_R1_001Aligned.sortedByCoord.out.bam	GS_DG_S22312_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H17412_TGACCA_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H1_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H2_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_4_GTGAAA_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_5_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_6_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_7_TAGCTT_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_8_GGCTAC_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_9_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam	IT9_DG_10_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam	IT9_DG1_CGATGT_L003_R1_001Aligned.sortedByCoord.out.bam	IT9_DG2_TGACCA_L003_R1_001Aligned.sortedByCoord.out.bam	UG_DG_1_ACAGTG_L001_R1_001Aligned.sortedByCoord.out.bam	UG_DG_2_GCCAAT_L001_R1_001Aligned.sortedByCoord.out.bam	UG_DG_3_CTTGTA_L001_R1_001Aligned.sortedByCoord.out.bam
evm.model.pcontig_041.118	pcontig_041;pcontig_041	454137;454979	454880;455413	-;-	1179	918	905	894	430	1126	385	1	0	0	96	176	107	627	1796	730	641	556	658
evm.model.pcontig_041.3	pcontig_041;pcontig_041;pcontig_041	6754;7191;7367	7101;7301;7438	+;+;+	531	0	0	0	3	7	2	0	0	0	17	20	11	27	137	76	0	0	0
evm.model.pcontig_041.2	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	2243;2444;2606;2806;2952	2360;2500;2722;2880;2980	+;+;+;+;+	396	73	68	61	5	7	3	0	0	0	2	1	3	24	27	22	88	100	88
evm.model.pcontig_041.184	pcontig_041;pcontig_041	699088;699496	699315;699543	+;+	276	1319	1216	1399	36	90	52	0	0	0	26	82	25	184	261	118	962	776	898
evm.model.pcontig_041.99	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	383597;383796;383940;384049;384226	383661;383835;383971;384139;384600	-;-;-;-;-	603	23	35	37	19	50	9	0	0	0	0	1	1	74	22	11	40	31	45
evm.model.pcontig_041.91	pcontig_041;pcontig_041;pcontig_041	351781;352140;352346	351977;352223;352499	+;+;+	435	352	402	434	424	1212	522	0	0	0	166	120	184	447	1879	867	139	173	139
evm.model.pcontig_041.90	pcontig_041;pcontig_041;pcontig_041	345826;346023;346197	345857;346097;347253	+;+;+	1164	1	0	0	23	64	25	0	0	0	17	1	19	141	2610	1015	0	0	0
evm.model.pcontig_041.92	pcontig_041	353104	354135	+	1032	10	8	10	12	47	13	0	0	0	0	2	3	19	40	22	2	0	2
evm.model.pcontig_041.95	pcontig_041;pcontig_041;pcontig_041	362992;363094;363857	363024;363779;366395	+;+;+	3258	1320	1311	1534	91	292	84	0	1	0	114	210	130	853	5325	1264	603	495	553
evm.model.pcontig_041.97	pcontig_041;pcontig_041	377469;377859	377793;378361	+;+	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.pcontig_041.96	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	368470;368690;368779;368893;368999;369206;369321;369611;369777;370224	368604;368712;368832;368928;369118;369235;369536;369713;370158;371167	+;+;+;+;+;+;+;+;+;+	2043	2464	2636	2873	136	571	168	2	1	0	394	257	363	1425	8539	4836	848	662	772
evm.model.pcontig_041.139	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	531550;531794;532021;532228;532369	531711;531929;532139;532287;532443	-;-;-;-;-	552	130	145	160	31	77	27	0	0	0	7	9	5	45	114	35	65	54	44
evm.model.pcontig_041.59	pcontig_041;pcontig_041;pcontig_041;pcontig_041	211391;211841;212020;212734	211675;211912;212204;213880	+;+;+;+	1689	14	16	15	5	36	4	0	0	0	86	8	59	26	1415	738	3	6	9
evm.model.pcontig_041.58	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	199499;199762;200018;200269;200446	199672;199928;200185;200351;200495	+;+;+;+;+	642	1028	808	1035	520	1365	514	0	0	0	196	388	223	841	3937	1777	504	468	436
evm.model.pcontig_041.55	pcontig_041;pcontig_041;pcontig_041	189288;190156;190464	190085;190393;192505	+;+;+	3078	1129	978	1321	78	212	77	0	0	0	58	113	67	429	1456	641	537	562	516
evm.model.pcontig_041.54	pcontig_041;pcontig_041;pcontig_041	186179;186300;186443	186214;186360;189234	-;-;-	2889	640	609	840	113	270	135	0	0	0	40	74	38	288	1208	414	207	207	267
evm.model.pcontig_041.57	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	195510;195978;196169;196275;196418;196654;196960;197179	195901;196060;196202;196341;196576;196890;197084;197305	+;+;+;+;+;+;+;+	1224	432	475	540	0	26	8	0	0	0	0	0	0	235	261	3	1037	935	935
evm.model.pcontig_041.56	pcontig_041	194403	194792	+	390	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
evm.model.pcontig_041.51	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	175597;175779;175971;176104;176234;176554;176894;177044;177153;177264;177429	175687;175871;175991;176167;176417;176811;176959;177077;177181;177358;177573	+;+;+;+;+;+;+;+;+;+;+	1080	6	18	10	3698	8086	4215	0	0	0	139	72	110	758	1562	573	5	5	5
evm.model.pcontig_041.50	pcontig_041;pcontig_041;pcontig_041	170861;171526;172502	171460;172427;173447	+;+;+	2448	1278	1062	1519	47	151	65	0	0	0	97	187	101	465	2220	1102	539	432	519
evm.model.pcontig_041.53	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	184007;184509;184679;184805;185053;185538;185725	184420;184587;184721;184985;185464;185647;185766	+;+;+;+;+;+;+	1281	633	614	728	74	149	66	0	0	1	12	21	22	213	352	165	763	663	729
evm.model.pcontig_041.133	pcontig_041;pcontig_041	489064;489171	489097;490339	-;-	1203	0	0	0	3	8	4	0	0	0	0	0	0	2	0	3	0	0	1
evm.model.pcontig_041.137	pcontig_041;pcontig_041	517681;518879	518813;519956	-;-	2211	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.pcontig_041.136	pcontig_041;pcontig_041	515496;515649	515564;515951	+;+	372	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0
evm.model.pcontig_041.135	pcontig_041;pcontig_041	514440;514626	514550;515270	+;+	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.pcontig_041.113	pcontig_041;pcontig_041	420135;420443	420295;421859	-;-	1578	1134	1041	1179	83	255	88	0	0	0	83	104	95	378	1433	594	928	604	741
evm.model.pcontig_041.79	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	292368;292482;292846;293129;293398;293862;294186;294396;294624;295785;296087;296946;297310	292373;292748;293043;293309;293778;294113;294320;294541;295709;295999;296808;297126;297364	-;-;-;-;-;-;-;-;-;-;-;-;-	3825	4390	3647	4843	553	1895	483	1	0	0	1115	1777	1032	5074	22079	11474	1283	628	985
evm.model.pcontig_041.78	pcontig_041;pcontig_041;pcontig_041;pcontig_041	288809;289536;290069;290244	289417;289985;290150;291301	+;+;+;+	2199	7291	6157	6879	6	33	22	0	0	1	5	1	1	14	49	30	5406	6112	5037
evm.model.pcontig_041.73	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	255787;255910;256305;256551;257048;257264;257475;257730;257968;258289	255805;256222;256477;256965;257192;257393;257617;257891;258207;258501	-;-;-;-;-;-;-;-;-;-	1953	33	66	78	31	62	35	0	0	0	22	0	27	60	2282	1119	8	0	7
evm.model.pcontig_041.72	pcontig_041;pcontig_041	254185;254949	254840;255117	-;-	825	155	172	194	78	191	77	0	0	0	38	69	45	262	443	256	48	42	54
evm.model.pcontig_041.71	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	248816;249346;249585;249854;250494;250838;251274;251520;251725;251933;252154;252351;252529;252749;253184;253368	249239;249502;249770;250418;250749;251202;251402;251660;251844;252064;252278;252436;252641;253035;253288;253497	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3321	2597	2075	2692	185	337	134	0	0	0	161	314	177	1336	4810	1815	1003	861	928
evm.model.pcontig_041.70	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	246478;246654;246764;247459;247612	246556;246695;247388;247536;248578	-;-;-;-;-	1791	1054	827	876	55	204	71	0	0	0	48	60	44	482	1400	482	355	267	382
evm.model.pcontig_041.77	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	280900;281131;281216;281391;281578;281679;281815;281921;282019;282232;282317;282483;282589;282704;282809;282961;283130;283252;283397;283496;283652;283750;283864;284042;284231;284325	281045;281144;281329;281499;281594;281741;281857;281937;282147;282245;282407;282517;282639;282728;282884;283047;283189;283311;283430;283572;283667;283802;283968;284142;284251;284386	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1620	49	103	147	2354	6087	2487	0	0	0	374	183	310	926	1717	1331	19	19	25
evm.model.pcontig_041.76	pcontig_041;pcontig_041;pcontig_041;pcontig_041	276100;277250;277431;278082	277163;277346;277871;278687	-;-;-;-	2208	2250	2154	2532	49	80	63	0	0	0	11	3	4	610	1021	36	867	926	952
evm.model.pcontig_041.75	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	266216;266349;266494;266845;267027;267230;267379;267516;267646;268095	266254;266381;266743;266959;267140;267304;267457;267583;268014;268239	+;+;+;+;+;+;+;+;+;+	1287	3541	3215	3838	416	1116	402	0	0	2	617	623	566	1862	6117	2948	3314	2324	3004
evm.model.pcontig_041.115	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	441972;442226;442410;442864;443165;443514;443860;444167;444471;444718;445025;445191;445508;445743	442115;442309;442787;443090;443428;443771;444058;444382;444594;444893;445110;445265;445605;445825	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2412	4510	3860	4633	335	796	286	0	0	0	201	463	171	1348	4042	1608	1544	1436	1612
evm.model.pcontig_041.199	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	760656;760798;760932;761085;761240;761387;761616	760724;760860;761003;761153;761311;761536;762050	+;+;+;+;+;+;+	930	0	0	0	3	2	4	0	0	0	0	1	0	2	24	5	0	0	0
evm.model.pcontig_041.117	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	451476;451611;451773;451881;452002;452188;452343;452515	451502;451698;451801;451914;452067;452234;452377;452518	-;-;-;-;-;-;-;-	330	13057	10098	12417	27	81	91	0	2	1	377	105	359	542	868	2211	15324	15887	13424
evm.model.pcontig_041.105	pcontig_041;pcontig_041	401611;401721	401653;403213	+;+	1536	1	0	0	137	302	107	0	0	0	13	7	11	19	38	29	0	0	0
evm.model.pcontig_041.11	pcontig_041	31694	32329	-	636	2	1	4	0	0	0	0	0	0	1	1	0	4	12	9	1	2	1
evm.model.pcontig_041.10	pcontig_041	30660	31538	-	879	16	19	19	1	4	4	0	0	0	4	3	2	22	61	25	8	7	6
evm.model.pcontig_041.15	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	42215;42420;42586;42782;42929	42335;42476;42702;42856;42960	+;+;+;+;+	402	1	1	0	0	1	0	0	0	0	0	1	1	17	14	14	0	0	0
evm.model.pcontig_041.14	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	39753;39958;40124;40320;40465	39873;40014;40240;40394;40496	+;+;+;+;+	402	0	0	0	1	0	0	0	0	0	10	3	9	23	122	75	1	2	0
evm.model.pcontig_041.19	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	50497;50592;50740;51159;51275	50521;50666;51072;51195;51365	+;+;+;+;+	561	1	5	8	2	6	1	0	0	0	1	0	0	4	19	5	0	0	0
evm.model.pcontig_041.89	pcontig_041;pcontig_041;pcontig_041	341548;342952;344214	342832;344123;344393	+;+;+	2637	21932	20560	23510	12	125	103	0	0	1	4	0	1	5	149	43	4185	3230	4458
evm.model.pcontig_041.201	pcontig_041	765919	766665	+	747	200	293	266	0	2	0	0	0	0	0	0	0	1	0	0	155	90	131
evm.model.pcontig_041.200	pcontig_041	762946	764865	+	1920	0	1	2	0	6	2	0	0	0	0	0	0	3	4	0	0	0	0
evm.model.pcontig_041.202	pcontig_041	766894	767271	+	378	256	398	366	0	5	2	0	0	1	0	0	0	1	0	0	158	103	162
evm.model.pcontig_041.205	pcontig_041	775012	775278	+	267	244	240	292	31	69	21	0	0	0	14	6	10	68	159	82	135	79	110
evm.model.pcontig_041.204	pcontig_041	772689	773738	+	1050	589	659	698	129	348	129	0	0	0	30	88	60	356	936	354	598	452	437
evm.model.pcontig_041.207	pcontig_041;pcontig_041;pcontig_041;pcontig_041	779672;779897;780254;780465	779807;780141;780394;781091	+;+;+;+	1149	1116	909	1196	195	464	175	1	0	0	166	134	166	389	1758	744	819	569	667
evm.model.pcontig_041.206	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	776539;776824;776993;777307;777771;777960;778101	776685;776892;777225;777639;777893;778036;778225	-;-;-;-;-;-;-	1107	1105	919	1244	349	676	284	0	0	0	447	431	382	1303	4735	1966	900	699	755
evm.model.pcontig_041.209	pcontig_041;pcontig_041	796934;797287	797219;797594	+;+	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.pcontig_041.167	pcontig_041;pcontig_041;pcontig_041	645556;645726;646277	645627;646175;646324	-;-;-	570	1381	1092	1293	1496	3838	1517	0	0	0	325	669	279	1185	3153	1427	1037	1070	934
evm.model.pcontig_041.39	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	113296;113388;113593;113992;114612;114899;115266;115411	113304;113503;113904;114547;114827;115204;115329;115478	-;-;-;-;-;-;-;-	1647	2096	1785	2095	407	863	405	0	1	1	900	722	831	1653	7473	4282	758	811	786
evm.model.pcontig_041.38	pcontig_041;pcontig_041	112072;112381	112265;112516	+;+	330	4	1	1	60	149	217	0	0	0	432	840	354	1168	10727	4551	12	12	17
evm.model.pcontig_041.37	pcontig_041;pcontig_041;pcontig_041;pcontig_041	109473;109598;109711;110086	109530;109640;109974;110221	+;+;+;+	501	12	16	27	8	23	49	0	0	0	8	0	11	0	2735	1137	1	2	1
evm.model.pcontig_041.36	pcontig_041;pcontig_041;pcontig_041	104968;105275;105514	105204;105445;105588	-;-;-	483	1	0	0	4	11	8	0	0	0	10	10	12	43	120	35	2	3	3
evm.model.pcontig_041.35	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	101373;101571;101927;102167;102607	101476;101856;102097;102541;102669	-;-;-;-;-	999	1	0	2	8	10	9	0	0	0	0	0	0	1	9	4	2	2	4
evm.model.pcontig_041.34	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	97273;97549;97740;97896;98883;99784	97464;97656;97820;98803;98989;100055	+;+;+;+;+;+	1668	159	161	165	259	1017	350	0	0	0	746	308	706	1384	8666	3496	40	34	30
evm.model.pcontig_041.33	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	93564;93766;93927;94127;94274	93681;93822;94043;94201;94305	+;+;+;+;+	399	1	0	1	51	80	51	0	0	0	5	1	3	12	32	39	0	1	3
evm.model.pcontig_041.32	pcontig_041;pcontig_041;pcontig_041	91372;91543;91950	91458;91890;92201	-;-;-	687	4	6	2	2	14	5	0	0	0	4	0	1	8	24	23	8	2	3
evm.model.pcontig_041.31	pcontig_041;pcontig_041;pcontig_041	89303;89747;90414	89671;90347;91267	-;-;-	1824	61	55	68	51	120	38	1	0	0	15	10	8	34	81	68	37	18	37
evm.model.pcontig_041.30	pcontig_041;pcontig_041	87691;88578	88508;89241	+;+	1482	0	0	0	38	59	51	0	0	0	3	2	2	1	5	1	2	0	0
evm.model.pcontig_041.29	pcontig_041	86060	86440	-	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.pcontig_041.142	pcontig_041	548041	549138	+	1098	162	102	127	36	84	25	1	0	0	9	3	5	53	100	30	38	14	36
evm.model.pcontig_041.175	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	667061;667182;667645;668251;668408;668566;668688;669005;669152;669261	667099;667578;668173;668321;668484;668612;668931;669066;669162;669355	-;-;-;-;-;-;-;-;-;-	1572	2235	1798	2207	157	272	93	0	0	0	72	88	67	430	1041	509	701	735	781
evm.model.pcontig_041.149	pcontig_041	567135	569210	-	2076	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
evm.model.pcontig_041.12	pcontig_041	33091	33663	+	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.pcontig_041.203	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	768383;768982;769210;769771;770078;770235;770964	768882;769126;769696;769999;770164;770894;770982	-;-;-;-;-;-;-	2127	1375	1166	1494	230	515	226	0	0	1	122	223	111	551	1668	889	473	481	437
evm.model.pcontig_041.103	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	395202;396057;396933;397378;397599;397826	395845;396857;397298;397503;397740;397840	-;-;-;-;-;-	2094	1858	1908	1910	362	1344	504	0	0	0	12	20	10	103	246	76	593	355	520
evm.model.pcontig_041.147	pcontig_041;pcontig_041;pcontig_041	559807;560380;560572	560194;560410;560635	+;+;+	483	3	2	1	7125	17861	5926	0	0	0	322	119	334	440	959	748	0	0	0
evm.model.pcontig_041.144	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	550233;550379;550479;550795;551064	550277;550408;550698;550971;551869	+;+;+;+;+	1278	2789	2841	2817	479	1246	411	0	0	1	75	77	66	637	1684	688	833	645	928
evm.model.pcontig_041.143	pcontig_041;pcontig_041;pcontig_041;pcontig_041	549248;549471;549653;549763	549399;549571;549692;549778	-;-;-;-	309	3	2	4	7	18	3	0	0	0	1	0	1	8	19	9	0	1	3
evm.model.pcontig_041.140	pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041;pcontig_041	533098;533326;533528;533682;533870;534072	533251;533443;533604;533777;533937;534092	-;-;-;-;-;-	534	9	13	9	711	1423	605	0	0	0	21	27	19	372	1015	175	7	8	7
evm.model.pcontig_041.141	pcontig_041;pcontig_041;pcontig_041	545950;546141;546708	546049;546626;547315	+;+;+	1194	415	354	380	88	219	91	0	0	0	32	53	38	225	602	225	141	79	116
evm.model.pcontig_041.148	pcontig_041;pcontig_041;pcontig_041	561694;561902;562056	561820;561972;562115	+;+;+	258	0	1	1	18	20	8	0	0	0	0	1	0	1	8	1	0	2	1
evm.model.pcontig_042.196	pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042	751540;751758;752009;752199;752442;752706;752898;753145	751660;751919;752102;752336;752577;752817;753012;753214	+;+;+;+;+;+;+;+	948	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.pcontig_042.195	pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042	745558;746004;746576;746782;747095;747276;747432;747582;747754;748171;748509	745937;746510;746715;747028;747125;747365;747459;747676;748101;748409;749145	-;-;-;-;-;-;-;-;-;-;-	2742	0	1	5	1	0	0	0	0	0	0	1	1	4	2	1	1	0	0
evm.model.pcontig_042.192	pcontig_042;pcontig_042	730841;731202	731112;731457	+;+	528	252	323	353	547	1021	289	0	0	0	96	143	83	389	848	371	355	294	292
evm.model.pcontig_042.193	pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042	732739;733310;734112;734642;735050;735261	733256;734044;734582;734979;735168;735728	-;-;-;-;-;-	2649	1191	975	1307	55	261	89	0	0	0	46	185	49	730	1783	400	339	273	339
evm.model.pcontig_042.190	pcontig_042;pcontig_042;pcontig_042	726104;727841;728370	727755;728290;728514	-;-;-	2247	1	0	0	589	1344	597	0	0	0	48	24	62	102	147	123	0	0	0
evm.model.pcontig_042.198	pcontig_042;pcontig_042;pcontig_042;pcontig_042	761047;761355;761781;762197	761249;761693;762108;762262	-;-;-;-	936	521	643	649	23	44	32	0	0	0	33	38	25	98	226	125	248	137	220
evm.model.pcontig_042.199	pcontig_042;pcontig_042;pcontig_042	763847;766062;766832	765995;766726;767038	-;-;-	3021	1299	1206	1495	51	158	40	0	0	1	75	88	68	365	1129	568	477	399	438
evm.model.pcontig_042.191	pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042	729508;729833;730071;730251;730505;730666	729663;729923;730165;730344;730584;730668	-;-;-;-;-;-	519	272	287	312	861	1784	729	0	0	0	202	293	151	548	1679	865	231	166	184
evm.model.pcontig_042.78	pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042	301801;302002;304372;304539;304702;304852	301924;304257;304471;304633;304781;304902	-;-;-;-;-;-	2706	1385	1035	1429	464	993	473	0	0	0	424	142	362	742	4742	2786	401	361	414
evm.model.pcontig_042.79	pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042	306869;306986;307127;307321;307498;307639;307736;307908;308119;308280	306921;307051;307210;307410;307557;307656;307819;308012;308190;308385	+;+;+;+;+;+;+;+;+;+	738	0	2	0	433	1081	488	0	0	0	102	29	73	177	374	312	1	2	1
evm.model.pcontig_042.72	pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042	277012;277205;277566;277936;278286;278532	277122;277491;277742;278166;278417;278592	-;-;-;-;-;-	999	2520	2051	2344	303	973	322	0	1	1	362	462	330	1472	7295	3461	1447	1373	1155
evm.model.pcontig_042.73	pcontig_042;pcontig_042	279942;280378	280288;280966	-;-	936	595	576	601	78	191	70	0	0	0	85	146	67	492	965	341	674	638	657
evm.model.pcontig_042.70	pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042	257857;258297;258429;258614;258948;259253;259349;259501;259751;259883	258198;258365;258543;258867;259181;259273;259425;259665;259818;259953	+;+;+;+;+;+;+;+;+;+	1416	6	10	5	2114	5353	2001	0	0	0	178	90	171	246	1435	1391	14	20	12
evm.model.pcontig_042.71	pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042	263262;263570;263864;264180;264434;264883;265548;266061;266547;266703;267242	263396;263684;263984;264309;264761;265448;265983;266452;266624;267175;267290	+;+;+;+;+;+;+;+;+;+;+	2823	70171	74467	79697	65	319	225	1	3	5	512	382	434	3180	10288	4642	26786	19213	24810
evm.model.pcontig_042.76	pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042	292157;292318;292438;292684;292868;293210;293354;293575;293839	292205;292331;292617;292806;293139;293280;293498;293763;293869	+;+;+;+;+;+;+;+;+	1074	6	8	3	269	334	154	0	0	0	21	32	17	120	122	67	7	15	5
evm.model.pcontig_042.77	pcontig_042;pcontig_042	296195;296378	296281;296698	-;-	408	1157	941	1128	65	312	69	0	0	0	53	44	41	574	4463	1463	310	273	295
evm.model.pcontig_042.74	pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042	281953;282089;282185;282288;282471;282626;282798;283018	282002;282099;282201;282382;282547;282704;282944;283297	+;+;+;+;+;+;+;+	756	869	976	1012	1515	2713	1340	0	0	0	275	305	218	4221	5768	954	944	811	867
evm.model.pcontig_042.75	pcontig_042;pcontig_042;pcontig_042;pcontig_042;pcontig_042	288582;288875;289053;289166;289396	288793;288979;289091;289303;289615	-;-;-;-;-	714	1	0	0	344	786	360	0	0	0	40	15	26	61	140	124	0	0	0
